"sample_id","side_or_trapnum","watershed","date","dipteran_large","terrestrial_large","caddisfly_large","mayfly_large","stonefly_large","other_large","dipteran_small","terrestrial_small","caddisfly_small","other_small"
"ST200752","B","9",2020-07-20,1,NA,NA,NA,2,NA,11,7,1,4
"ST200753","B","9",2020-07-20,NA,5,NA,NA,3,1,17,10,NA,8
"ST200754","B","9",2020-07-20,NA,2,NA,NA,8,NA,21,8,NA,13
"ST200755","B","9",2020-07-20,3,5,NA,NA,1,NA,8,5,1,8
"ST200791","A","9",2020-07-27,1,NA,1,NA,1,1,28,5,NA,7
"ST200792","A","9",2020-07-27,1,1,NA,NA,3,1,3,8,NA,5
"ST200793","A","9",2020-07-27,1,1,NA,NA,3,1,6,12,1,5
"ST200794","A","9",2020-07-27,6,3,NA,NA,6,1,1,8,NA,4
"ST200795","A","9",2020-07-27,5,2,1,NA,NA,1,17,3,NA,12
"ST200791","B","9",2020-07-27,2,2,2,NA,4,1,13,5,NA,5
"ST200792","B","9",2020-07-27,1,3,NA,NA,1,NA,12,13,NA,4
"ST200793","B","9",2020-07-27,6,NA,NA,NA,NA,NA,16,4,NA,5
"ST200794","B","9",2020-07-27,8,4,1,NA,4,3,5,7,NA,4
"ST200795","B","9",2020-07-27,7,1,1,NA,NA,2,7,1,NA,6
"ST200831","A","9",2020-08-03,NA,4,NA,NA,1,NA,11,5,NA,5
"ST200832","A","9",2020-08-03,1,2,NA,NA,2,1,8,9,NA,2
"ST200833","A","9",2020-08-03,6,2,NA,NA,NA,1,22,8,NA,7
"ST200834","A","9",2020-08-03,8,2,NA,NA,2,NA,11,9,2,8
"ST200835","A","9",2020-08-03,NA,2,NA,NA,NA,1,12,5,NA,16
"ST200831","B","9",2020-08-03,1,4,1,NA,1,4,18,6,NA,9
"ST200832","B","9",2020-08-03,3,3,NA,NA,2,2,15,7,NA,6
"ST200833","B","9",2020-08-03,15,1,NA,NA,NA,1,13,4,NA,18
"ST200834","B","9",2020-08-03,3,3,1,NA,NA,NA,5,8,NA,7
"ST200835","B","9",2020-08-03,1,2,NA,NA,NA,2,11,9,NA,8
"ST200871","A","9",2020-08-10,NA,NA,1,NA,5,NA,15,6,NA,11
"ST200872","A","9",2020-08-10,NA,3,NA,NA,NA,1,15,6,NA,10
"ST200873","A","9",2020-08-10,8,3,NA,NA,2,NA,15,11,NA,8
"ST200874","A","9",2020-08-10,1,1,NA,NA,NA,NA,11,9,NA,5
"ST200875","A","9",2020-08-10,NA,1,NA,NA,2,2,9,4,NA,8
"ST200871","B","9",2020-08-10,NA,NA,1,NA,2,1,18,4,1,5
"ST200872","B","9",2020-08-10,1,1,NA,NA,1,1,9,10,NA,4
"ST200873","B","9",2020-08-10,1,NA,1,NA,6,1,5,8,NA,9
"ST200874","B","9",2020-08-10,NA,3,1,NA,4,NA,8,4,NA,4
"ST200875","B","9",2020-08-10,NA,2,NA,NA,6,NA,22,5,NA,8
"ST200911","A","9",2020-08-17,2,2,0,0,3,1,1,2,0,8
"ST200912","A","9",2020-08-17,2,4,0,0,1,2,10,1,0,19
"ST200913","A","9",2020-08-17,0,8,0,0,2,2,11,1,0,8
"ST200914","A","9",2020-08-17,7,1,0,0,5,0,9,7,0,4
"ST200915","A","9",2020-08-17,0,0,0,0,0,0,8,1,0,16
"ST200911","B","9",2020-08-17,0,4,0,0,2,0,9,4,0,25
"ST200912","B","9",2020-08-17,1,1,0,0,1,0,9,1,0,21
"ST200913","B","9",2020-08-17,1,3,0,0,4,3,9,1,0,6
"ST200914","B","9",2020-08-17,2,5,0,0,0,2,8,5,0,10
"ST200915","B","9",2020-08-17,3,2,1,0,0,0,13,0,0,17
"ST200951","A","9",2020-08-24,2,1,0,0,1,0,8,5,0,12
"ST200952","A","9",2020-08-24,0,3,0,0,0,0,5,5,0,8
"ST200953","A","9",2020-08-24,0,1,0,0,0,1,11,0,0,13
"ST200954","A","9",2020-08-24,1,0,0,0,1,2,5,1,0,12
"ST200955","A","9",2020-08-24,0,1,1,0,1,4,4,3,0,14
"ST200951","B","9",2020-08-24,0,1,0,0,0,0,14,0,0,18
"ST200952","B","9",2020-08-24,1,4,0,0,0,0,19,1,0,9
"ST200953","B","9",2020-08-24,0,0,0,0,1,0,6,14,0,11
"ST200954","B","9",2020-08-24,1,3,0,0,1,3,8,10,0,14
"ST200955","B","9",2020-08-24,0,3,1,0,0,0,15,4,0,20
"ST200991","A","9",2020-08-31,1,1,1,0,3,0,26,4,0,9
"ST200992","A","9",2020-08-31,1,0,0,0,0,0,13,1,0,15
"ST200993","A","9",2020-08-31,0,3,1,0,0,0,20,7,0,16
"ST200994","A","9",2020-08-31,0,0,0,0,0,0,0,0,0,0
"ST200995","A","9",2020-08-31,2,0,0,0,0,0,6,0,0,6
"ST200991","B","9",2020-08-31,0,0,1,0,1,1,11,2,0,5
"ST200992","B","9",2020-08-31,0,2,0,0,1,1,8,5,0,9
"ST200993","B","9",2020-08-31,0,0,0,0,0,0,2,3,0,4
"ST200994","B","9",2020-08-31,0,0,0,0,0,0,0,0,0,0
"ST200995","B","9",2020-08-31,4,0,2,0,4,0,11,1,0,11
"ST201031","A","9",2020-09-08,0,1,0,0,1,0,23,2,0,6
"ST201032","A","9",2020-09-08,0,0,0,0,0,0,12,5,0,11
"ST201033","A","9",2020-09-08,1,2,1,0,0,2,18,4,0,7
"ST201034","A","9",2020-09-08,0,0,0,0,0,3,11,0,0,6
"ST201035","A","9",2020-09-08,1,2,3,0,2,1,20,2,0,5
"ST201031","B","9",2020-09-08,0,1,0,0,0,0,19,7,0,6
"ST201032","B","9",2020-09-08,1,0,0,0,0,0,8,0,0,8
"ST201033","B","9",2020-09-08,0,2,0,0,1,3,15,5,0,11
"ST201034","B","9",2020-09-08,2,1,0,0,1,0,20,2,0,6
"ST201035","B","9",2020-09-08,0,1,0,0,2,0,17,0,0,13
"ST201071","A","9",2020-09-14,0,0,1,0,0,2,8,0,0,2
"ST201072","A","9",2020-09-14,0,1,0,0,0,0,10,2,0,7
"ST201073","A","9",2020-09-14,0,0,0,0,0,1,4,1,0,7
"ST201074","A","9",2020-09-14,0,0,0,0,0,1,13,1,0,2
"ST201075","A","9",2020-09-14,0,0,1,0,0,0,16,1,0,7
"ST201071","B","9",2020-09-14,1,1,0,0,0,0,11,0,0,5
"ST201072","B","9",2020-09-14,0,1,0,0,0,0,5,2,0,3
"ST201073","B","9",2020-09-14,0,0,0,0,0,0,4,1,1,6
"ST201074","B","9",2020-09-14,0,1,1,0,0,0,9,8,0,6
"ST201075","B","9",2020-09-14,0,0,1,0,2,0,12,3,0,3
"ST201111","A","9",2020-09-21,0,2,1,0,0,2,12,0,0,3
"ST201112","A","9",2020-09-21,2,0,0,0,0,1,2,2,0,1
"ST201113","A","9",2020-09-21,0,0,0,0,0,1,9,3,0,3
"ST201114","A","9",2020-09-21,1,1,0,0,0,1,3,0,0,3
"ST201115","A","9",2020-09-21,0,1,0,0,0,0,2,2,0,1
"ST201111","B","9",2020-09-21,1,1,0,0,1,0,20,1,0,1
"ST201112","B","9",2020-09-21,0,0,0,0,2,0,17,1,0,1
"ST201113","B","9",2020-09-21,1,0,0,0,1,0,7,2,1,2
"ST201114","B","9",2020-09-21,1,1,1,0,0,0,8,4,0,3
"ST201115","B","9",2020-09-21,0,2,0,0,0,0,9,2,0,1
"ST201151","A","9",2020-09-28,2,0,0,0,1,2,10,1,0,6
"ST201152","A","9",2020-09-28,1,0,0,0,0,0,13,6,0,7
"ST201153","A","9",2020-09-28,0,1,0,0,1,0,13,4,0,5
"ST201154","A","9",2020-09-28,0,1,0,0,0,1,5,4,1,7
"ST201155","A","9",2020-09-28,1,0,0,0,0,1,10,10,0,8
"ST201151","B","9",2020-09-28,4,1,0,0,2,0,20,7,0,10
"ST201152","B","9",2020-09-28,3,0,0,0,0,0,11,11,0,11
"ST201153","B","9",2020-09-28,0,0,0,0,2,1,23,2,0,7
"ST201154","B","9",2020-09-28,1,2,0,0,0,0,10,8,0,13
"ST201155","B","9",2020-09-28,0,0,0,0,0,2,2,4,0,2
"ST201191","A","9",2020-10-05,3,0,0,0,0,0,7,0,0,4
"ST201192","A","9",2020-10-05,0,0,0,0,0,0,5,0,0,2
"ST201193","A","9",2020-10-05,0,0,0,0,0,0,2,3,0,3
"ST201194","A","9",2020-10-05,1,0,0,0,0,0,7,2,0,1
"ST201195","A","9",2020-10-05,0,0,0,0,1,0,1,0,0,4
"ST201191","B","9",2020-10-05,1,0,0,0,0,1,6,0,0,1
"ST201192","B","9",2020-10-05,0,0,0,0,0,0,4,0,0,0
"ST201193","B","9",2020-10-05,0,0,0,0,0,0,3,2,0,3
"ST201194","B","9",2020-10-05,5,0,0,0,0,0,2,0,0,2
"ST201195","B","9",2020-10-05,0,0,0,0,0,0,10,7,0,5
"ST201231","A","9",2020-10-12,0,0,0,0,0,0,0,0,0,0
"ST201232","A","9",2020-10-12,1,2,0,0,0,0,3,4,0,2
"ST201233","A","9",2020-10-12,1,1,0,0,0,0,2,9,0,5
"ST201234","A","9",2020-10-12,0,0,0,0,0,0,3,2,0,2
"ST201235","A","9",2020-10-12,0,0,0,0,0,1,3,3,0,3
"ST201231","B","9",2020-10-12,0,0,0,0,0,1,16,6,0,8
"ST201232","B","9",2020-10-12,0,0,0,0,1,0,7,1,0,0
"ST201233","B","9",2020-10-12,1,0,0,0,0,2,3,1,0,2
"ST201234","B","9",2020-10-12,0,0,0,0,0,0,5,2,0,1
"ST201235","B","9",2020-10-12,0,0,0,0,0,0,0,1,0,1
"ST201271","A","9",2020-10-19,0,0,0,0,0,0,4,0,0,0
"ST201272","A","9",2020-10-19,0,0,0,0,0,0,1,0,0,0
"ST201273","A","9",2020-10-19,0,0,0,0,0,0,0,0,0,2
"ST201274","A","9",2020-10-19,1,0,1,0,0,0,5,0,0,0
"ST201275","A","9",2020-10-19,1,0,0,0,0,0,3,0,0,0
"ST201271","B","9",2020-10-19,0,0,0,0,0,1,3,1,0,0
"ST201272","B","9",2020-10-19,0,0,0,0,0,0,4,0,0,2
"ST201273","B","9",2020-10-19,0,0,0,0,1,0,7,0,0,1
"ST201274","B","9",2020-10-19,1,0,0,0,0,0,5,1,0,0
"ST201275","B","9",2020-10-19,1,0,0,0,1,0,2,0,0,0
"ST201311","A","9",2020-10-26,4,0,0,0,0,1,5,0,0,0
"ST201312","A","9",2020-10-26,1,0,0,0,0,1,7,1,0,0
"ST201313","A","9",2020-10-26,0,1,0,0,0,0,3,0,0,1
"ST201314","A","9",2020-10-26,5,0,0,0,0,0,26,5,0,0
"ST201315","A","9",2020-10-26,2,0,0,0,0,0,2,0,0,0
"ST201311","B","9",2020-10-26,1,0,0,0,0,0,2,1,0,1
"ST201312","B","9",2020-10-26,6,0,0,0,0,0,14,0,0,4
"ST201313","B","9",2020-10-26,1,0,0,0,0,0,8,1,0,3
"ST201314","B","9",2020-10-26,6,0,0,0,0,0,12,0,0,0
"ST201315","B","9",2020-10-26,0,0,0,0,0,0,7,0,0,0
"ST201351","A","9",2020-11-02,0,0,0,0,0,0,2,0,0,0
"ST201352","A","9",2020-11-02,0,0,0,0,0,0,0,0,0,0
"ST201353","A","9",2020-11-02,0,0,0,0,0,0,0,0,0,0
"ST201354","A","9",2020-11-02,0,0,0,0,0,0,0,0,0,0
"ST201355","A","9",2020-11-02,0,0,0,0,0,0,5,0,0,0
"ST201351","B","9",2020-11-02,0,0,0,0,0,0,2,0,0,0
"ST201352","B","9",2020-11-02,0,0,0,0,0,0,0,0,0,0
"ST201353","B","9",2020-11-02,0,0,0,0,0,0,3,0,0,0
"ST201354","B","9",2020-11-02,0,0,0,0,0,0,1,0,0,0
"ST201355","B","9",2020-11-02,0,0,0,0,0,0,2,0,0,0
"ST201391","A","9",2020-11-09,0,0,0,0,0,0,5,0,0,0
"ST201391","B","9",2020-11-09,0,0,0,0,0,0,5,0,0,0
"ST201431","A","9",2020-11-16,1,1,0,0,0,0,7,0,0,0
"ST201431","B","9",2020-11-16,1,0,0,0,0,0,1,0,0,0
"ST201471","A","9",2020-11-22,0,0,0,0,0,0,1,0,0,0
"ST201471","B","9",2020-11-22,0,0,0,0,0,0,1,0,0,0
"ST201511","A","9",2020-11-30,0,0,0,0,0,0,1,0,0,0
"ST201511","B","9",2020-11-30,0,0,0,0,0,0,0,0,0,0
NA,"1","HBK",2018-07-09,1,NA,NA,NA,NA,NA,2,NA,NA,3
NA,"10","HBK",2018-07-09,1,NA,1,NA,NA,3,8,NA,NA,NA
NA,"2","HBK",2018-07-09,1,1,1,1,1,NA,4,NA,NA,NA
NA,"3","HBK",2018-07-09,1,NA,NA,NA,NA,NA,14,NA,NA,2
NA,"4","HBK",2018-07-09,1,NA,NA,NA,NA,NA,7,NA,NA,2
NA,"5","HBK",2018-07-09,3,NA,NA,NA,3,NA,14,NA,NA,2
NA,"6","HBK",2018-07-09,4,NA,NA,NA,2,NA,7,NA,NA,4
NA,"7","HBK",2018-07-09,4,NA,NA,NA,3,1,18,NA,NA,3
NA,"8","HBK",2018-07-09,2,1,NA,NA,1,NA,22,NA,NA,1
NA,"9","HBK",2018-07-09,1,2,NA,NA,1,NA,11,NA,NA,NA
NA,"1","HBK",2018-07-16,NA,NA,NA,NA,3,4,25,NA,NA,1
NA,"10","HBK",2018-07-16,1,3,NA,NA,NA,1,16,NA,NA,2
NA,"2","HBK",2018-07-16,1,NA,NA,NA,NA,4,14,NA,NA,3
NA,"3","HBK",2018-07-16,2,4,NA,NA,1,3,13,NA,NA,3
NA,"4","HBK",2018-07-16,2,3,NA,NA,2,1,16,NA,NA,5
NA,"5","HBK",2018-07-16,2,NA,1,NA,1,NA,48,NA,NA,NA
NA,"6","HBK",2018-07-16,1,NA,3,NA,NA,NA,28,NA,NA,1
NA,"7","HBK",2018-07-16,2,2,NA,NA,NA,1,18,NA,NA,2
NA,"8","HBK",2018-07-16,NA,1,NA,NA,NA,2,20,5,NA,3
NA,"9","HBK",2018-07-16,1,2,1,NA,NA,NA,19,2,NA,2
NA,"1","HBK",2018-07-23,1,1,NA,NA,NA,NA,NA,NA,NA,5
NA,"10","HBK",2018-07-23,NA,NA,NA,NA,NA,NA,1,NA,NA,1
NA,"2","HBK",2018-07-23,2,3,NA,NA,NA,1,NA,NA,NA,2
NA,"3","HBK",2018-07-23,1,NA,NA,NA,1,2,31,NA,NA,1
NA,"4","HBK",2018-07-23,5,7,NA,NA,1,NA,19,NA,NA,2
NA,"5","HBK",2018-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
NA,"6","HBK",2018-07-23,NA,NA,NA,NA,NA,NA,1,2,NA,1
NA,"7","HBK",2018-07-23,4,2,NA,NA,1,NA,13,NA,NA,NA
NA,"8","HBK",2018-07-23,3,NA,NA,NA,1,NA,27,1,NA,NA
NA,"9","HBK",2018-07-23,NA,2,NA,NA,NA,1,2,NA,NA,NA
NA,"1","HBK",2018-07-30,NA,NA,NA,NA,1,NA,6,NA,NA,1
NA,"10","HBK",2018-07-30,NA,NA,NA,NA,NA,NA,7,NA,NA,1
NA,"2","HBK",2018-07-30,NA,NA,NA,NA,3,NA,4,NA,NA,1
NA,"3","HBK",2018-07-30,1,NA,1,NA,2,NA,16,NA,NA,2
NA,"4","HBK",2018-07-30,1,NA,1,NA,2,NA,26,1,NA,3
NA,"5","HBK",2018-07-30,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
NA,"6","HBK",2018-07-30,1,NA,NA,NA,NA,NA,2,NA,NA,1
NA,"7","HBK",2018-07-30,1,NA,NA,1,1,NA,7,NA,NA,NA
NA,"8","HBK",2018-07-30,NA,NA,NA,NA,NA,NA,9,NA,NA,NA
NA,"9","HBK",2018-07-30,1,NA,NA,NA,NA,NA,8,NA,NA,1
NA,"1","HBK",2018-08-06,NA,NA,NA,NA,NA,NA,7,NA,NA,1
NA,"10","HBK",2018-08-06,NA,1,1,NA,1,NA,1,NA,NA,1
NA,"2","HBK",2018-08-06,2,NA,NA,NA,NA,NA,2,NA,NA,2
NA,"3","HBK",2018-08-06,NA,NA,2,NA,NA,NA,16,NA,NA,3
NA,"4","HBK",2018-08-06,NA,2,NA,NA,NA,NA,10,NA,NA,NA
NA,"5","HBK",2018-08-06,NA,NA,NA,NA,NA,1,6,NA,NA,NA
NA,"6","HBK",2018-08-06,1,NA,NA,NA,NA,NA,12,NA,NA,2
NA,"7","HBK",2018-08-06,2,NA,1,NA,2,NA,5,NA,NA,1
NA,"8","HBK",2018-08-06,NA,NA,NA,NA,1,NA,4,NA,NA,NA
NA,"9","HBK",2018-08-06,NA,NA,1,NA,NA,NA,3,NA,NA,1
NA,"1","HBK",2018-08-13,1,NA,NA,NA,NA,1,NA,NA,NA,NA
NA,"10","HBK",2018-08-13,NA,NA,NA,NA,NA,NA,6,NA,NA,2
NA,"2","HBK",2018-08-13,NA,NA,NA,NA,1,NA,6,NA,NA,NA
NA,"3","HBK",2018-08-13,2,NA,NA,NA,1,NA,1,NA,NA,NA
NA,"4","HBK",2018-08-13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"5","HBK",2018-08-13,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
NA,"6","HBK",2018-08-13,1,NA,NA,NA,1,2,3,NA,NA,1
NA,"7","HBK",2018-08-13,NA,NA,1,NA,NA,1,8,NA,NA,NA
NA,"8","HBK",2018-08-13,NA,1,NA,NA,NA,NA,6,NA,NA,NA
NA,"9","HBK",2018-08-13,1,NA,NA,NA,1,NA,8,NA,NA,2
NA,"1","HBK",2018-08-20,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
NA,"10","HBK",2018-08-20,NA,NA,2,NA,1,NA,22,NA,NA,NA
NA,"2","HBK",2018-08-20,1,NA,NA,NA,NA,NA,7,NA,NA,NA
NA,"3","HBK",2018-08-20,NA,NA,NA,NA,NA,NA,12,NA,NA,1
NA,"4","HBK",2018-08-20,NA,NA,NA,NA,NA,NA,23,NA,NA,NA
NA,"5","HBK",2018-08-20,1,NA,NA,NA,1,NA,11,NA,NA,NA
NA,"6","HBK",2018-08-20,1,NA,1,NA,NA,NA,10,NA,NA,NA
NA,"7","HBK",2018-08-20,2,NA,NA,NA,NA,NA,7,NA,NA,NA
NA,"8","HBK",2018-08-20,1,NA,NA,NA,NA,NA,9,NA,NA,NA
NA,"9","HBK",2018-08-20,NA,NA,2,NA,NA,NA,21,NA,NA,NA
NA,"1","HBK",2018-08-27,1,NA,NA,NA,1,1,3,NA,NA,NA
NA,"10","HBK",2018-08-27,2,NA,NA,NA,2,NA,15,NA,NA,NA
NA,"2","HBK",2018-08-27,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
NA,"3","HBK",2018-08-27,5,NA,NA,NA,NA,1,1,NA,NA,NA
NA,"4","HBK",2018-08-27,4,NA,NA,NA,NA,1,NA,NA,NA,NA
NA,"5","HBK",2018-08-27,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
NA,"6","HBK",2018-08-27,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
NA,"7","HBK",2018-08-27,NA,NA,NA,NA,NA,NA,8,NA,NA,1
NA,"8","HBK",2018-08-27,2,NA,NA,NA,1,NA,1,NA,NA,NA
NA,"9","HBK",2018-08-27,NA,NA,NA,NA,1,NA,8,NA,NA,NA
NA,"1","HBK",2018-09-04,3,1,NA,NA,1,NA,32,6,NA,NA
NA,"10","HBK",2018-09-04,NA,NA,NA,NA,NA,NA,25,NA,NA,1
NA,"2","HBK",2018-09-04,1,NA,NA,NA,3,NA,33,NA,NA,NA
NA,"3","HBK",2018-09-04,2,1,NA,NA,NA,NA,12,NA,NA,NA
NA,"4","HBK",2018-09-04,NA,NA,1,NA,2,NA,13,NA,NA,1
NA,"5","HBK",2018-09-04,NA,NA,NA,NA,NA,NA,17,NA,NA,NA
NA,"6","HBK",2018-09-04,2,NA,NA,NA,NA,NA,25,NA,NA,1
NA,"7","HBK",2018-09-04,1,1,NA,NA,NA,1,18,NA,NA,NA
NA,"8","HBK",2018-09-04,NA,NA,NA,NA,NA,NA,11,NA,NA,NA
NA,"9","HBK",2018-09-04,NA,1,NA,NA,NA,NA,10,NA,NA,1
NA,"1","HBK",2018-09-10,3,NA,NA,NA,NA,NA,29,NA,NA,1
NA,"10","HBK",2018-09-10,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
NA,"2","HBK",2018-09-10,NA,NA,NA,NA,1,1,30,NA,NA,1
NA,"3","HBK",2018-09-10,NA,NA,NA,NA,NA,NA,18,NA,NA,NA
NA,"4","HBK",2018-09-10,NA,NA,NA,NA,NA,NA,12,NA,NA,NA
NA,"5","HBK",2018-09-10,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
NA,"6","HBK",2018-09-10,NA,NA,NA,NA,NA,NA,11,NA,NA,1
NA,"7","HBK",2018-09-10,NA,1,NA,NA,NA,NA,1,NA,NA,NA
NA,"8","HBK",2018-09-10,NA,NA,NA,NA,NA,NA,10,NA,NA,2
NA,"9","HBK",2018-09-10,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
NA,"1","HBK",2018-09-17,NA,NA,NA,NA,NA,2,7,NA,NA,1
NA,"10","HBK",2018-09-17,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
NA,"2","HBK",2018-09-17,NA,NA,NA,NA,NA,2,NA,NA,NA,2
NA,"3","HBK",2018-09-17,NA,NA,NA,NA,NA,NA,10,NA,NA,1
NA,"4","HBK",2018-09-17,1,NA,NA,NA,NA,NA,5,NA,NA,NA
NA,"5","HBK",2018-09-17,1,NA,NA,NA,NA,NA,16,NA,NA,3
NA,"6","HBK",2018-09-17,NA,NA,NA,NA,NA,NA,10,NA,NA,1
NA,"7","HBK",2018-09-17,1,NA,1,NA,NA,NA,6,NA,NA,NA
NA,"8","HBK",2018-09-17,1,NA,NA,NA,NA,1,4,NA,NA,NA
NA,"9","HBK",2018-09-17,NA,1,NA,NA,NA,NA,5,NA,NA,1
NA,"1","HBK",2018-09-24,NA,NA,NA,NA,NA,NA,5,NA,NA,1
NA,"10","HBK",2018-09-24,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,"2","HBK",2018-09-24,3,NA,NA,NA,NA,NA,1,NA,NA,NA
NA,"3","HBK",2018-09-24,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
NA,"4","HBK",2018-09-24,2,NA,NA,NA,NA,1,3,NA,NA,NA
NA,"5","HBK",2018-09-24,3,NA,NA,NA,NA,NA,10,NA,NA,1
NA,"6","HBK",2018-09-24,2,NA,NA,NA,NA,NA,5,NA,NA,2
NA,"7","HBK",2018-09-24,NA,NA,NA,NA,NA,NA,17,NA,NA,NA
NA,"8","HBK",2018-09-24,1,NA,NA,NA,1,1,14,NA,NA,NA
NA,"9","HBK",2018-09-24,NA,NA,NA,NA,NA,NA,5,NA,NA,2
NA,"1","HBK",2018-10-01,NA,NA,NA,NA,NA,NA,8,NA,NA,1
NA,"10","HBK",2018-10-01,3,NA,NA,NA,NA,NA,12,NA,NA,NA
NA,"2","HBK",2018-10-01,2,NA,NA,NA,NA,NA,6,NA,NA,2
NA,"3","HBK",2018-10-01,1,NA,NA,NA,NA,NA,4,NA,NA,NA
NA,"4","HBK",2018-10-01,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
NA,"5","HBK",2018-10-01,4,NA,NA,NA,NA,NA,8,NA,NA,NA
NA,"6","HBK",2018-10-01,2,NA,NA,NA,NA,NA,3,NA,NA,NA
NA,"7","HBK",2018-10-01,1,NA,NA,NA,NA,NA,8,NA,NA,NA
NA,"8","HBK",2018-10-01,2,NA,NA,NA,NA,NA,8,NA,NA,NA
NA,"9","HBK",2018-10-01,1,NA,NA,NA,NA,NA,9,NA,NA,NA
NA,"1","HBK",2018-10-08,1,NA,NA,NA,NA,NA,5,NA,NA,NA
NA,"10","HBK",2018-10-08,5,NA,NA,NA,NA,NA,10,NA,NA,1
NA,"2","HBK",2018-10-08,2,NA,NA,NA,NA,NA,3,NA,NA,2
NA,"3","HBK",2018-10-08,2,NA,1,NA,NA,NA,14,NA,NA,NA
NA,"4","HBK",2018-10-08,4,NA,NA,NA,NA,NA,14,NA,NA,2
NA,"5","HBK",2018-10-08,2,NA,NA,NA,NA,NA,7,NA,NA,1
NA,"6","HBK",2018-10-08,1,NA,NA,NA,NA,NA,8,NA,NA,1
NA,"7","HBK",2018-10-08,2,NA,NA,NA,NA,NA,11,NA,NA,1
NA,"8","HBK",2018-10-08,1,NA,NA,NA,NA,NA,9,NA,NA,1
NA,"9","HBK",2018-10-08,4,NA,NA,NA,NA,NA,3,NA,NA,1
NA,"1","HBK",2018-10-15,2,NA,NA,NA,NA,NA,10,NA,NA,NA
NA,"10","HBK",2018-10-15,2,NA,NA,NA,NA,NA,11,NA,NA,1
NA,"2","HBK",2018-10-15,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
NA,"3","HBK",2018-10-15,2,NA,NA,NA,NA,NA,8,NA,NA,NA
NA,"4","HBK",2018-10-15,2,NA,NA,NA,NA,NA,6,NA,NA,NA
NA,"5","HBK",2018-10-15,3,NA,NA,NA,NA,NA,15,NA,NA,NA
NA,"6","HBK",2018-10-15,3,NA,NA,NA,NA,NA,7,NA,NA,2
NA,"7","HBK",2018-10-15,2,NA,NA,NA,NA,NA,13,NA,NA,NA
NA,"8","HBK",2018-10-15,NA,NA,NA,NA,NA,NA,10,NA,NA,NA
NA,"9","HBK",2018-10-15,2,NA,NA,NA,NA,NA,8,NA,NA,NA
NA,"1","HBK",2018-10-22,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
NA,"10","HBK",2018-10-22,1,NA,NA,NA,NA,NA,1,NA,NA,NA
NA,"2","HBK",2018-10-22,1,NA,NA,NA,NA,NA,4,NA,NA,NA
NA,"3","HBK",2018-10-22,2,NA,NA,NA,NA,NA,2,NA,NA,NA
NA,"4","HBK",2018-10-22,2,NA,NA,NA,NA,1,2,NA,NA,NA
NA,"5","HBK",2018-10-22,2,NA,NA,NA,NA,NA,3,NA,NA,NA
NA,"6","HBK",2018-10-22,2,NA,NA,NA,NA,NA,2,NA,NA,NA
NA,"7","HBK",2018-10-22,NA,NA,NA,NA,NA,NA,9,NA,NA,1
NA,"8","HBK",2018-10-22,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"9","HBK",2018-10-22,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
NA,"1","HBK",2018-10-29,1,NA,NA,NA,NA,NA,4,NA,NA,NA
NA,"10","HBK",2018-10-29,1,NA,NA,NA,NA,NA,1,NA,NA,NA
NA,"2","HBK",2018-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"3","HBK",2018-10-29,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
NA,"4","HBK",2018-10-29,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
NA,"5","HBK",2018-10-29,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
NA,"6","HBK",2018-10-29,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
NA,"7","HBK",2018-10-29,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
NA,"8","HBK",2018-10-29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"9","HBK",2018-10-29,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
NA,"1","HBK",2018-11-05,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
NA,"10","HBK",2018-11-05,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"2","HBK",2018-11-05,NA,NA,NA,NA,NA,NA,5,NA,NA,1
NA,"3","HBK",2018-11-05,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
NA,"4","HBK",2018-11-05,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
